regime,seed,round,receipt_sha256,previous_receipt_sha256,policy_version,scheduled_clients,accepted_clients,quorum,decision,action_executed,policy_reason,true_class,incident_risk,commit_status,commit_latency_ms,canonical_receipt_json
Edge-IIoTset-calibrated,11,19,3bae8a6d8ec3c71c7302555374384f7e7c92caf8159e9f41cc824e12813312fe,f835bb5dc8662227867d37b47b1a3654984f287f4b0ef70649b4a4986dd5cd72,trustagent-policy-v1.0,19,15,7,allow,1,within_policy,0,0.12169695189052376,committed,355.0,"{""accepted_client_ids"":[0,1,2,4,6,7,9,10,11,12,13,15,16,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.1216969519,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""f835bb5dc8662227867d37b47b1a3654984f287f4b0ef70649b4a4986dd5cd72"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""5106768571fdc26ad4b57ba67a377b5962b796b977ec5791923526b619bd9edf"",""round"":19,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,20,b2c67ab73cb63ddcf4269884dc10afb6de3e9e7350d76d6ceeffaf0a7f605e27,3bae8a6d8ec3c71c7302555374384f7e7c92caf8159e9f41cc824e12813312fe,trustagent-policy-v1.0,17,13,6,deny,0,risk_exceeds_role_clearance,6,0.9977201489932357,committed,335.0,"{""accepted_client_ids"":[0,1,2,6,8,9,10,11,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.997720149,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""3bae8a6d8ec3c71c7302555374384f7e7c92caf8159e9f41cc824e12813312fe"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""8877b854454a5c1d72f8db83c96ae3f84074c957ab907d1074e4b2b0ed5cab32"",""round"":20,""scheduled_client_ids"":[0,1,2,3,5,6,8,9,10,11,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,21,39c902986e79c4b9110b3bdb502d648f528a864febbe920e1f60473f49d4fef7,b2c67ab73cb63ddcf4269884dc10afb6de3e9e7350d76d6ceeffaf0a7f605e27,trustagent-policy-v1.0,17,14,6,deny,0,risk_exceeds_role_clearance,3,0.9999034354676903,committed,345.0,"{""accepted_client_ids"":[0,1,2,4,6,7,8,10,12,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9999034355,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""b2c67ab73cb63ddcf4269884dc10afb6de3e9e7350d76d6ceeffaf0a7f605e27"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""21a6b204d4847620deb5cf426f4b282aeaee18639da0dbf069d801066f10bb9d"",""round"":21,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,10,12,13,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,22,fd0209c5133e96c91f88281baa41edda4188a80c13d6ef1078c201136eb41d21,39c902986e79c4b9110b3bdb502d648f528a864febbe920e1f60473f49d4fef7,trustagent-policy-v1.0,16,13,6,deny,0,risk_exceeds_role_clearance,4,0.9974558887468378,committed,335.0,"{""accepted_client_ids"":[0,1,2,4,7,8,9,10,12,13,15,16,18],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9974558887,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""39c902986e79c4b9110b3bdb502d648f528a864febbe920e1f60473f49d4fef7"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""09a848018d68303fc730081b48e60f837db9319e61450a0a589b35ea867823e4"",""round"":22,""scheduled_client_ids"":[0,1,2,3,4,7,8,9,10,12,13,14,15,16,17,18],""seed"":11}"
Edge-IIoTset-calibrated,11,23,38c4ec087ec1dd1d5ab3294bea4185ce05e567f54f28f64dc9e927067e3b12cb,fd0209c5133e96c91f88281baa41edda4188a80c13d6ef1078c201136eb41d21,trustagent-policy-v1.0,20,16,7,review,0,human_review_required,2,0.9998748304742494,committed,365.0,"{""accepted_client_ids"":[0,1,2,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9998748305,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""fd0209c5133e96c91f88281baa41edda4188a80c13d6ef1078c201136eb41d21"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""df4059b3f221500dd4ee69dccee1a9a36fb03f1054eb4c6f883da3eba915e32c"",""round"":23,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,24,f51690c655814e3ceb5214aa11a1c55e81113dd20db5f9fb4cd94a4914da631e,38c4ec087ec1dd1d5ab3294bea4185ce05e567f54f28f64dc9e927067e3b12cb,trustagent-policy-v1.0,17,14,6,review,0,human_review_required,2,0.9965326276488259,committed,345.0,"{""accepted_client_ids"":[1,2,4,6,7,8,9,10,11,12,13,16,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9965326276,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""38c4ec087ec1dd1d5ab3294bea4185ce05e567f54f28f64dc9e927067e3b12cb"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""af848278ecb983474bc21f71d1f69489dca92f4b076f730a3d4465020b698960"",""round"":24,""scheduled_client_ids"":[1,2,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,25,c6c89ac26fb6eae8b522d53a665d8e2ebd2237e468fb595febd4473b4a3be55b,f51690c655814e3ceb5214aa11a1c55e81113dd20db5f9fb4cd94a4914da631e,trustagent-policy-v1.0,18,14,7,deny,0,risk_exceeds_role_clearance,3,0.8067299916965736,committed,345.0,"{""accepted_client_ids"":[1,2,4,6,7,8,10,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.8067299917,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""f51690c655814e3ceb5214aa11a1c55e81113dd20db5f9fb4cd94a4914da631e"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""f02bf28f3dc847f0c325e954022684c5979e86e1c5bb02f874eeb0342e6db085"",""round"":25,""scheduled_client_ids"":[1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,26,6765b176a9c4bac656ba051c99c77a8d3edb6fae06a6675c143621300b050d60,c6c89ac26fb6eae8b522d53a665d8e2ebd2237e468fb595febd4473b4a3be55b,trustagent-policy-v1.0,16,13,6,allow,1,within_policy,0,0.012827014172276385,committed,335.0,"{""accepted_client_ids"":[0,1,2,4,7,8,10,11,12,13,15,16,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0128270142,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""c6c89ac26fb6eae8b522d53a665d8e2ebd2237e468fb595febd4473b4a3be55b"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""d4c1f1b70e74b91285b9ee6e9704f44fe20c0fe33064c5667fcb0886be2065ad"",""round"":26,""scheduled_client_ids"":[0,1,2,4,5,7,8,10,11,12,13,14,15,16,17,19],""seed"":11}"
Edge-IIoTset-calibrated,11,27,8b8a10d510637a99989756e86135ca99ccbec1f4bf764b9e6fd5b8589db0941e,6765b176a9c4bac656ba051c99c77a8d3edb6fae06a6675c143621300b050d60,trustagent-policy-v1.0,17,14,6,allow,1,within_policy,0,0.0074999843815606315,committed,345.0,"{""accepted_client_ids"":[1,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0074999844,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""6765b176a9c4bac656ba051c99c77a8d3edb6fae06a6675c143621300b050d60"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""ca46903a90d376db3d50f291a95832ee68e905b1ad85f2f5463575f6c38d81ca"",""round"":27,""scheduled_client_ids"":[0,1,3,4,5,6,7,8,9,10,11,12,13,15,16,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,28,eaeab8e226e17fbdfcaba018420a5f31dcbb3ea757bba1c0f35374df11affefc,8b8a10d510637a99989756e86135ca99ccbec1f4bf764b9e6fd5b8589db0941e,trustagent-policy-v1.0,19,14,7,review,0,human_review_required,1,0.9997861888952168,committed,345.0,"{""accepted_client_ids"":[1,2,4,6,7,8,9,10,11,12,13,15,16,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9997861889,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""8b8a10d510637a99989756e86135ca99ccbec1f4bf764b9e6fd5b8589db0941e"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""4f8aea0d658daed11af4395f31196a29763e24743187a1346a85161e34fd85a9"",""round"":28,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19],""seed"":11}"
