regime,seed,round,client_id,simulated_malicious,bandwidth_kbps,energy_fraction,queue_depth,scheduled,evidence_quality,trust_score,accepted,reputation_before,reputation_after
Edge-IIoTset-calibrated,11,3,17,0,298.4603925418191,0.6127592854642646,2,1,0.3712227247542925,0.5172075552424935,1,0.6229207083546392,0.5776150713065767
Edge-IIoTset-calibrated,11,3,18,0,881.8248886473648,0.9076863812613729,2,1,0.5598574165123856,0.6319283012888731,1,0.6841175626787435,0.661750736368799
Edge-IIoTset-calibrated,11,3,19,0,289.5390710351705,0.38810224254241077,2,1,0.5636020346557978,0.6372364366533713,1,0.6905579001688555,0.6677058443765052
Edge-IIoTset-calibrated,11,4,0,0,857.9935534731673,0.54986053671841,3,1,0.43605240004833,0.5354681536734024,1,0.6074588718156962,0.5766057068975703
Edge-IIoTset-calibrated,11,4,1,0,1370.9636698533793,0.8287820392243279,3,1,0.5019942997851992,0.5793508080466718,1,0.6353675898911865,0.6113603976721087
Edge-IIoTset-calibrated,11,4,2,0,1031.4059107386638,0.9609731207558665,1,1,0.5017490561548968,0.5779181168323724,1,0.6330750228401996,0.609436348836845
Edge-IIoTset-calibrated,11,4,3,0,265.46598688089114,0.5447845611376434,3,1,0.41985549818066453,0.5451515840600389,1,0.6358832324554481,0.596998240285987
Edge-IIoTset-calibrated,11,4,4,0,638.975126100649,0.28889361999620083,1,1,0.46605203427597364,0.5741399745774414,1,0.6524105520371251,0.6188660188401177
Edge-IIoTset-calibrated,11,4,5,1,398.3950865262482,0.8403661580088657,4,1,0.030084056650334538,0.2570838591496546,0,0.42146302647674844,0.3485780033193168
Edge-IIoTset-calibrated,11,4,6,0,533.7463658272973,0.8375381379477245,3,1,0.5603677690699188,0.6150674664922392,1,0.6546775922118506,0.6377018240463028
Edge-IIoTset-calibrated,11,4,7,0,1230.0135534958376,0.5731975589664933,4,1,0.5518691995685285,0.6402645706387209,1,0.7042750117585154,0.6768419655643176
Edge-IIoTset-calibrated,11,4,8,0,377.0110492035506,0.7732119122607437,5,1,0.5529036297094861,0.6150313147911333,1,0.6600203281261192,0.6407393224111252
Edge-IIoTset-calibrated,11,4,9,0,1111.6604958889802,0.9051896365507057,4,1,0.5159386975546422,0.5922469633551062,1,0.6475046730726836,0.623822797479436
Edge-IIoTset-calibrated,11,4,10,0,541.044443772045,0.23945880835311503,2,0,0.0,0.0,0,0.6995986236961677,0.6966046443407251
Edge-IIoTset-calibrated,11,4,11,0,555.8506566699886,0.8288192778107404,6,1,0.5298893282626025,0.6017304172358846,1,0.6537532747682613,0.6314577643972427
Edge-IIoTset-calibrated,11,4,12,0,208.52222678638554,0.7499043578781268,3,1,0.44605424639154734,0.5417893485937748,1,0.6111147674298705,0.5814038736429723
Edge-IIoTset-calibrated,11,4,13,0,845.1589011516237,0.9337582703829173,3,1,0.5785987088105771,0.642531350757966,1,0.6888274018233165,0.6689862370810233
Edge-IIoTset-calibrated,11,4,14,1,475.386049574764,0.777904075007221,1,1,0.024299969455224207,0.3049915311839969,0,0.5082509379531083,0.41917146609761596
Edge-IIoTset-calibrated,11,4,15,0,725.3196784957249,0.7232732912724509,4,1,0.49133954166655663,0.5780155890451809,1,0.6407810026641848,0.6138815396846117
Edge-IIoTset-calibrated,11,4,16,0,469.4842308479994,0.5918487638718656,0,1,0.4597581944988407,0.5540944378616283,1,0.6224068899519228,0.593130124770368
Edge-IIoTset-calibrated,11,4,17,0,917.1212872752053,0.7575361598286503,3,1,0.37603914004625005,0.49295318017723955,1,0.5776150713065767,0.5413314036797179
Edge-IIoTset-calibrated,11,4,18,0,373.31963693448745,0.5316003063634909,1,1,0.5436769709684854,0.6121597549006672,1,0.661750736368799,0.6404974585967426
Edge-IIoTset-calibrated,11,4,19,0,480.318512136598,0.4826053949545862,1,1,0.5438248766315793,0.6156758379236362,1,0.6677058443765052,0.6454072701824185
Edge-IIoTset-calibrated,11,5,0,0,530.3248459554196,0.814518319561718,1,1,0.4165333204788003,0.5093753046016869,1,0.5766057068975703,0.5477926773421916
Edge-IIoTset-calibrated,11,5,1,0,395.78007705309585,0.507656012453426,2,1,0.4901014834773808,0.5604316537103229,1,0.6113603976721087,0.5895337931170576
Edge-IIoTset-calibrated,11,5,2,0,262.8404280081617,0.5971844610888073,2,1,0.4747185893841747,0.5528548898667235,1,0.609436348836845,0.5851871521353644
Edge-IIoTset-calibrated,11,5,3,0,445.40593169963853,0.9824398311046554,0,1,0.39414619331352563,0.5118003805575533,1,0.596998240285987,0.560484871830944
Edge-IIoTset-calibrated,11,5,4,0,739.6894770244575,0.684055516995892,0,1,0.439341256149602,0.5434656185101011,1,0.6188660188401177,0.5865515615558249
Edge-IIoTset-calibrated,11,5,5,1,1067.5299652242134,0.34472600236412965,2,1,0.025215336602818394,0.21276568329838746,0,0.3485780033193168,0.2883302810455188
Edge-IIoTset-calibrated,11,5,6,0,894.9576451926413,0.8512217828205211,3,1,0.5435823196963991,0.5981716322193432,1,0.6377018240463028,0.6207603132633202
Edge-IIoTset-calibrated,11,5,7,0,396.6266594025219,0.35807028707632316,0,1,0.5274286697109228,0.6140883813058918,1,0.6768419655643176,0.6499475723107065
Edge-IIoTset-calibrated,11,5,8,0,386.57472657586305,0.5884413551138442,1,1,0.531658540134752,0.5949253938550484,1,0.6407393224111252,0.6211047816013779
Edge-IIoTset-calibrated,11,5,9,0,589.5573544418073,0.866840005937398,3,1,0.5094922310715949,0.5758039595881427,1,0.623822797479436,0.6032432955260246
Edge-IIoTset-calibrated,11,5,10,0,803.0012977372413,0.40552415969853606,1,1,0.6264587739709142,0.6671433787854044,1,0.6966046443407251,0.6839783876741591
Edge-IIoTset-calibrated,11,5,11,0,1393.7375467670613,0.2680617079540653,3,1,0.5228641230127802,0.5858484350157684,1,0.6314577643972427,0.6119109089480393
Edge-IIoTset-calibrated,11,5,12,0,810.4466999737223,0.6817822775186628,1,1,0.424881555829854,0.5156645001614626,1,0.5814038736429723,0.5532298564366109
Edge-IIoTset-calibrated,11,5,13,0,460.3500776812624,0.763143823313271,2,1,0.5703739597249392,0.627569080591468,1,0.6689862370810233,0.6512360271569281
Edge-IIoTset-calibrated,11,5,14,1,234.05549739968635,0.705974330722267,3,1,0.022032534322625554,0.25237311475212,0,0.41917146609761596,0.345901823097985
Edge-IIoTset-calibrated,11,5,15,0,269.8829918555433,0.30673580115931054,4,1,0.5017490561548967,0.5667858966021313,1,0.6138815396846117,0.593697692649263
Edge-IIoTset-calibrated,11,5,16,0,532.2644058808613,0.883638647763523,0,1,0.4597264506587302,0.5371005816434801,1,0.593130124770368,0.5691174634302731
Edge-IIoTset-calibrated,11,5,17,0,352.29776516793106,0.19928306865692239,4,0,0.0,0.0,0,0.5413314036797179,0.540711432624522
Edge-IIoTset-calibrated,11,5,18,0,1763.5267782247233,0.5748280088064753,4,1,0.5450474832848324,0.6004084689657403,1,0.6404974585967426,0.6233164630405986
Edge-IIoTset-calibrated,11,5,19,0,298.795026537865,0.676665306758375,1,1,0.5622181971332321,0.6104678595017602,1,0.6454072701824185,0.6304332370335649
Edge-IIoTset-calibrated,11,6,0,0,523.3901838727659,0.8217192589100646,3,1,0.4367310701818088,0.5011468023348308,1,0.5477926773421916,0.5278015880533227
Edge-IIoTset-calibrated,11,6,1,0,397.59986934631934,0.4584305266865857,2,1,0.5103655021722168,0.5562831109202244,1,0.5895337931170576,0.5752835007469862
Edge-IIoTset-calibrated,11,6,2,0,488.3356163992533,0.6974656669855586,4,1,0.5017490561548967,0.550143151823568,1,0.5851871521353644,0.5701682948588802
Edge-IIoTset-calibrated,11,6,3,0,1046.6333312626653,0.6996323926963215,2,1,0.41949267573191823,0.5012681494693532,1,0.560484871830944,0.5351062765331193
Edge-IIoTset-calibrated,11,6,4,0,946.9876689939204,0.5052546808003837,5,1,0.47360663451805407,0.5391146921999611,1,0.5865515615558249,0.5662214746890262
Edge-IIoTset-calibrated,11,6,5,1,614.6401570249387,0.845054532244969,4,1,0.029501036917789002,0.17962199851187227,0,0.2883302810455188,0.23935143311218648
Edge-IIoTset-calibrated,11,6,6,0,490.10239257941544,0.32185885784715607,5,1,0.5467585635090116,0.5896795783665105,1,0.6207603132633202,0.6074399983075447
Edge-IIoTset-calibrated,11,6,7,0,250.3161290845056,0.850763659347294,1,1,0.5498785515429007,0.607918583588228,1,0.6499475723107065,0.6319351485725014
Edge-IIoTset-calibrated,11,6,8,0,299.23255161694453,0.4168813671393452,2,1,0.5597999838909216,0.5953567665629862,1,0.6211047816013779,0.6100699180134957
Edge-IIoTset-calibrated,11,6,9,0,1447.5562635641343,0.18878912422871003,2,0,0.0,0.0,0,0.6032432955260246,0.6016946460931342
Edge-IIoTset-calibrated,11,6,10,0,728.7747181183079,0.4902094850051578,4,1,0.6331275862881797,0.6626210510920476,1,0.6839783876741591,0.6748252434246828
Edge-IIoTset-calibrated,11,6,11,0,310.95963630226197,0.34980235804164544,0,1,0.5405750880756687,0.5819498641816436,1,0.6119109089480393,0.5990704611910126
Edge-IIoTset-calibrated,11,6,12,0,257.36609534556027,0.27955218041443014,1,1,0.4499410737382853,0.5098485677033141,1,0.5532298564366109,0.5346378755509124
Edge-IIoTset-calibrated,11,6,13,0,714.2959036642784,0.558464698542758,4,1,0.5669701912925267,0.6158443760938794,1,0.6512360271569281,0.6360681767013359
Edge-IIoTset-calibrated,11,6,14,1,802.7701734811259,0.4047065896309597,0,1,0.025736722763558668,0.21143248095752593,0,0.345901823097985,0.28618743049393996
Edge-IIoTset-calibrated,11,6,15,0,954.135905530607,0.4550868312996886,1,1,0.5005822187190244,0.5545891935985627,1,0.593697692649263,0.57693690734182
Edge-IIoTset-calibrated,11,6,16,0,425.1777480451107,0.5945302928333116,4,1,0.4690320800430143,0.5270816024076244,1,0.5691174634302731,0.5511020944205665
Edge-IIoTset-calibrated,11,6,17,0,1256.0893978714425,0.837791143188299,6,1,0.3790282593201237,0.4728044998366747,1,0.540711432624522,0.5116084614297303
Edge-IIoTset-calibrated,11,6,18,0,1270.510984910497,0.31644386977622285,6,1,0.5562694564237713,0.5951567202615311,1,0.6233164630405986,0.6112480018495697
Edge-IIoTset-calibrated,11,6,19,0,1257.401633091575,0.3380902059128334,2,1,0.5548306861779375,0.5986801656742013,1,0.6304332370335649,0.6168247778795519
Edge-IIoTset-calibrated,11,7,0,0,582.0576817865096,0.6780329497417364,0,1,0.42572053835124146,0.48492754717844855,1,0.5278015880533227,0.509426999106948
Edge-IIoTset-calibrated,11,7,1,0,616.3505730310776,0.8291322195381756,3,1,0.5123996846638513,0.5488722979920695,1,0.5752835007469862,0.5639644138520219
Edge-IIoTset-calibrated,11,7,2,0,310.7116048994715,0.8281681402562677,1,1,0.4913198092959137,0.5370519309224342,1,0.5701682948588802,0.5559755674575462
Edge-IIoTset-calibrated,11,7,3,0,1087.018113337401,0.34125112721792417,3,1,0.4185302716325037,0.4861443544748607,1,0.5351062765331193,0.5141225956510084
Edge-IIoTset-calibrated,11,7,4,0,483.2541986806622,0.7928940961577151,0,1,0.4684130552681188,0.525141938532245,1,0.5662214746890262,0.5486159591932628
Edge-IIoTset-calibrated,11,7,5,1,512.0215550814132,0.7294311623800338,2,1,0.027155839550984537,0.15022928381648165,0,0.23935143311218648,0.1989566032675404
Edge-IIoTset-calibrated,11,7,6,0,576.9723830394602,0.894913301947208,3,1,0.5591117896106406,0.5871421506548449,1,0.6074399983075447,0.598740920742102
Edge-IIoTset-calibrated,11,7,7,0,446.8803371780195,0.35891444495842795,2,1,0.5535340945287792,0.5990067058741381,1,0.6319351485725014,0.6178229588446315
Edge-IIoTset-calibrated,11,7,8,0,377.0263963521579,0.2743238890361443,3,1,0.545625993109445,0.5830034695537945,1,0.6100699180134957,0.5984700115307665
Edge-IIoTset-calibrated,11,7,9,0,669.6135982376378,0.27623271199297,4,1,0.5178327969478786,0.5664726694521268,1,0.6016946460931342,0.5865995132469881
Edge-IIoTset-calibrated,11,7,10,0,527.8687239481325,0.8141395852189004,1,1,0.6278131726766392,0.6550801737105044,1,0.6748252434246828,0.6663630706900349
Edge-IIoTset-calibrated,11,7,11,0,386.60359894283397,0.5912465939546122,2,1,0.5397375325406684,0.574150631157868,1,0.5990704611910126,0.5883905340339506
Edge-IIoTset-calibrated,11,7,12,0,663.969911435781,0.2725939351015322,3,1,0.45118250210050653,0.49958661870174187,1,0.5346378755509124,0.5196159083298393
Edge-IIoTset-calibrated,11,7,13,0,316.165201834975,0.3307024118903201,1,1,0.5791477185919882,0.6121615842954098,1,0.6360681767013359,0.6258224942416533
Edge-IIoTset-calibrated,11,7,14,1,364.215450217304,0.8705447368953552,2,1,0.027102117900972198,0.17737159920489348,0,0.28618743049393996,0.23735680267722703
Edge-IIoTset-calibrated,11,7,15,0,490.83999580648,0.6702410584943608,4,1,0.4911582965976005,0.5409098908292478,1,0.57693690734182,0.5614967574078604
Edge-IIoTset-calibrated,11,7,16,0,433.5253323706086,0.4988277831843849,3,1,0.48005706889663163,0.5212631837005138,1,0.5511020944205665,0.5383139898262581
Edge-IIoTset-calibrated,11,7,17,0,408.9320068138107,0.8633419067867307,1,1,0.3716419816693945,0.45282253993038923,1,0.5116084614297303,0.4864144950728698
Edge-IIoTset-calibrated,11,7,18,0,665.4334116292774,0.7388950478971157,3,1,0.5537685497081701,0.5871066319501819,1,0.6112480018495697,0.6009017004641177
Edge-IIoTset-calibrated,11,7,19,0,865.1325288614593,0.8792754347194596,2,1,0.5647772015163964,0.5949647958070265,1,0.6168247778795519,0.6074562141341839
Edge-IIoTset-calibrated,11,8,0,0,413.1268608361391,0.8521486018539839,4,1,0.43240540047319315,0.47707792768077095,1,0.509426999106948,0.49556311135287207
Edge-IIoTset-calibrated,11,8,1,0,457.1020555301971,0.1973395287085126,4,0,0.0,0.0,0,0.5639644138520219,0.5630049476442415
Edge-IIoTset-calibrated,11,8,2,0,444.4862627741433,0.8952902953787978,3,1,0.4884006025273002,0.5275940821868428,1,0.5559755674575462,0.5438120737701019
Edge-IIoTset-calibrated,11,8,3,0,499.4219475014466,0.3530368259405707,1,1,0.42100241132042776,0.4750121182321645,1,0.5141225956510084,0.4973609624715038
Edge-IIoTset-calibrated,11,8,4,0,994.6639172006884,0.7737412822125691,2,1,0.4750033696764761,0.5176986715962124,1,0.5486159591932628,0.5353656930802412
Edge-IIoTset-calibrated,11,8,5,1,174.0340179333508,0.37040247926001457,0,0,0.0,0.0,0,0.1989566032675404,0.2034722542185273
Edge-IIoTset-calibrated,11,8,6,0,285.00401584004805,0.7905054655141714,3,1,0.5334686778872525,0.5713265787430651,1,0.598740920742102,0.5869919170282291
Edge-IIoTset-calibrated,11,8,7,0,542.9965050823997,0.5940643730334325,3,1,0.5495774288483327,0.589159836246186,1,0.6178229588446315,0.6055387634452977
Edge-IIoTset-calibrated,11,8,8,0,579.3349702736073,0.9174066941967189,0,1,0.5807880035249152,0.5910435681683089,1,0.5984700115307665,0.5952872500897133
Edge-IIoTset-calibrated,11,8,9,0,704.2294116169509,0.6648463172933652,4,1,0.5189322921589474,0.558179280390011,1,0.5865995132469881,0.5744194134511407
Edge-IIoTset-calibrated,11,8,10,0,1081.906691417912,0.9249343037785254,1,1,0.6342359034473428,0.6528696604481041,1,0.6663630706900349,0.6605801805863503
Edge-IIoTset-calibrated,11,8,11,0,974.3795890657691,0.8212860932767043,2,1,0.5450626397135677,0.5701928184193897,1,0.5883905340339506,0.5805915130562816
Edge-IIoTset-calibrated,11,8,12,0,415.08109208432364,0.37565661696509234,3,1,0.4581545071831401,0.4938021198482256,1,0.5196159083298393,0.5085528561234334
Edge-IIoTset-calibrated,11,8,13,0,662.375864928888,0.33187359013556383,7,0,0.0,0.0,0,0.6258224942416533,0.6239351568280284
Edge-IIoTset-calibrated,11,8,14,1,205.1567015971631,0.8450844247406157,2,1,0.026401207892734202,0.14875545286774003,0,0.23735680267722703,0.19724629777670682
Edge-IIoTset-calibrated,11,8,15,0,731.3201118114677,0.6779034562006478,0,1,0.5017490561548967,0.5364027228816156,1,0.5614967574078604,0.5507421711823269
Edge-IIoTset-calibrated,11,8,16,0,657.962475983091,0.2685158265070346,4,1,0.46381204990780844,0.5070231750605092,1,0.5383139898262581,0.5249036406409372
Edge-IIoTset-calibrated,11,8,17,0,373.70406925333083,0.541133486180986,0,1,0.3819976897037675,0.4425594368178468,1,0.4864144950728698,0.4676194701064314
Edge-IIoTset-calibrated,11,8,18,0,319.87434038478006,0.8595706353188124,3,1,0.5428688627344749,0.5765279086176677,1,0.6009017004641177,0.590455789672782
Edge-IIoTset-calibrated,11,8,19,0,812.7161785059662,0.8724915142448328,4,1,0.5608454772762859,0.5878797046538667,1,0.6074562141341839,0.5990662814997623
Edge-IIoTset-calibrated,11,9,0,0,467.9540873641397,0.49277412490651,2,1,0.39696614514294615,0.45415238554470316,1,0.49556311135287207,0.47781565743508536
Edge-IIoTset-calibrated,11,9,1,0,522.4864311710896,0.8604732241960369,4,1,0.4836411657065751,0.5296721592304215,1,0.5630049476442415,0.5487194668954615
Edge-IIoTset-calibrated,11,9,2,0,582.377646148209,0.21724627962455748,5,0,0.0,0.0,0,0.5438120737701019,0.5431548926635503
Edge-IIoTset-calibrated,11,9,3,0,419.42650553515904,0.8098430575713818,2,1,0.39608917683889633,0.45482681250580864,1,0.4973609624715038,0.47913204105763446
Edge-IIoTset-calibrated,11,9,4,0,706.3264759050529,0.2043025672200706,1,0,0.0,0.0,0,0.5353656930802412,0.5348352076840375
Edge-IIoTset-calibrated,11,9,5,1,733.2865819861685,0.28733426044653954,2,1,0.02020506366923053,0.12650003418782266,0,0.2034722542185273,0.1688475497624462
Edge-IIoTset-calibrated,11,9,6,0,340.0994824348097,0.756880526861134,2,1,0.5346497382021644,0.5650082019212819,1,0.5869919170282291,0.5775703248395374
Edge-IIoTset-calibrated,11,9,7,0,1181.413121844574,0.7136593024490214,5,1,0.5292419990826724,0.573494122412995,1,0.6055387634452977,0.5918053458600251
Edge-IIoTset-calibrated,11,9,8,0,618.4335832124208,0.6876501548166749,1,1,0.5148068431599158,0.5614854791791983,1,0.5952872500897133,0.5808007768423498
Edge-IIoTset-calibrated,11,9,9,0,536.5130995723179,0.31515932581414907,2,1,0.49656124879608343,0.5417189842960166,1,0.5744194134511407,0.5604049438132304
Edge-IIoTset-calibrated,11,9,10,0,815.650590851529,0.6013111278147608,3,1,0.596049906914896,0.6334774656443395,1,0.6605801805863503,0.6489647313254885
Edge-IIoTset-calibrated,11,9,11,0,801.8820632187774,0.8228224600175154,1,1,0.506991062960923,0.549679324016231,1,0.5805915130562816,0.5673434320391171
Edge-IIoTset-calibrated,11,9,12,0,762.6273364624197,0.9794751001608166,2,1,0.4197682056440703,0.47126330292210084,1,0.5085528561234334,0.49257161903714797
