regime,seed,client_id,split,class_id,n_events,client_class_probability
Edge-IIoTset-calibrated,11,2,test,3,4,0.030572301347088347
Edge-IIoTset-calibrated,11,2,test,4,61,0.2801995333955157
Edge-IIoTset-calibrated,11,2,test,5,11,0.05215697304339402
Edge-IIoTset-calibrated,11,2,test,6,11,0.06991613941210945
Edge-IIoTset-calibrated,11,3,train,0,131,0.40330199921403775
Edge-IIoTset-calibrated,11,3,train,1,80,0.17407937404367657
Edge-IIoTset-calibrated,11,3,train,2,44,0.1153675012487292
Edge-IIoTset-calibrated,11,3,train,3,36,0.12640301939266177
Edge-IIoTset-calibrated,11,3,train,4,49,0.12106096107436698
Edge-IIoTset-calibrated,11,3,train,5,10,0.0338399735924389
Edge-IIoTset-calibrated,11,3,train,6,10,0.02594717143408888
Edge-IIoTset-calibrated,11,3,test,0,69,0.40330199921403775
Edge-IIoTset-calibrated,11,3,test,1,23,0.17407937404367657
Edge-IIoTset-calibrated,11,3,test,2,26,0.1153675012487292
Edge-IIoTset-calibrated,11,3,test,3,29,0.12640301939266177
Edge-IIoTset-calibrated,11,3,test,4,19,0.12106096107436698
Edge-IIoTset-calibrated,11,3,test,5,5,0.0338399735924389
Edge-IIoTset-calibrated,11,3,test,6,9,0.02594717143408888
Edge-IIoTset-calibrated,11,4,train,0,102,0.27654377540640435
Edge-IIoTset-calibrated,11,4,train,1,38,0.126491602872409
Edge-IIoTset-calibrated,11,4,train,2,47,0.14734460948364494
Edge-IIoTset-calibrated,11,4,train,3,30,0.10014542783087915
Edge-IIoTset-calibrated,11,4,train,4,41,0.11563581042427086
Edge-IIoTset-calibrated,11,4,train,5,73,0.1747745667853159
Edge-IIoTset-calibrated,11,4,train,6,29,0.059064207197075884
Edge-IIoTset-calibrated,11,4,test,0,54,0.27654377540640435
Edge-IIoTset-calibrated,11,4,test,1,23,0.126491602872409
Edge-IIoTset-calibrated,11,4,test,2,30,0.14734460948364494
Edge-IIoTset-calibrated,11,4,test,3,19,0.10014542783087915
Edge-IIoTset-calibrated,11,4,test,4,18,0.11563581042427086
Edge-IIoTset-calibrated,11,4,test,5,28,0.1747745667853159
Edge-IIoTset-calibrated,11,4,test,6,8,0.059064207197075884
Edge-IIoTset-calibrated,11,5,train,0,50,0.12036444355093104
Edge-IIoTset-calibrated,11,5,train,1,12,0.03582288783471838
Edge-IIoTset-calibrated,11,5,train,2,38,0.09555658755954029
Edge-IIoTset-calibrated,11,5,train,3,34,0.12368714594006257
Edge-IIoTset-calibrated,11,5,train,4,34,0.10954799812443329
Edge-IIoTset-calibrated,11,5,train,5,93,0.27416258170705166
Edge-IIoTset-calibrated,11,5,train,6,99,0.2408583552832626
Edge-IIoTset-calibrated,11,5,test,0,22,0.12036444355093104
Edge-IIoTset-calibrated,11,5,test,1,5,0.03582288783471838
Edge-IIoTset-calibrated,11,5,test,2,18,0.09555658755954029
Edge-IIoTset-calibrated,11,5,test,3,19,0.12368714594006257
Edge-IIoTset-calibrated,11,5,test,4,22,0.10954799812443329
Edge-IIoTset-calibrated,11,5,test,5,52,0.27416258170705166
Edge-IIoTset-calibrated,11,5,test,6,42,0.2408583552832626
Edge-IIoTset-calibrated,11,6,train,0,107,0.2546126520233607
Edge-IIoTset-calibrated,11,6,train,1,20,0.052411229028394346
Edge-IIoTset-calibrated,11,6,train,2,75,0.23100785506220248
Edge-IIoTset-calibrated,11,6,train,3,9,0.04246014086960984
Edge-IIoTset-calibrated,11,6,train,4,35,0.0937144544458922
Edge-IIoTset-calibrated,11,6,train,5,52,0.1734086329988314
Edge-IIoTset-calibrated,11,6,train,6,62,0.15238503557170896
Edge-IIoTset-calibrated,11,6,test,0,43,0.2546126520233607
Edge-IIoTset-calibrated,11,6,test,1,9,0.052411229028394346
Edge-IIoTset-calibrated,11,6,test,2,41,0.23100785506220248
Edge-IIoTset-calibrated,11,6,test,3,10,0.04246014086960984
Edge-IIoTset-calibrated,11,6,test,4,24,0.0937144544458922
Edge-IIoTset-calibrated,11,6,test,5,31,0.1734086329988314
Edge-IIoTset-calibrated,11,6,test,6,22,0.15238503557170896
Edge-IIoTset-calibrated,11,7,train,0,21,0.08806274018123739
Edge-IIoTset-calibrated,11,7,train,1,115,0.2712288339444486
Edge-IIoTset-calibrated,11,7,train,2,28,0.10646303004302503
Edge-IIoTset-calibrated,11,7,train,3,73,0.1748921351706013
Edge-IIoTset-calibrated,11,7,train,4,74,0.22264128918790566
Edge-IIoTset-calibrated,11,7,train,5,26,0.06780085521085408
Edge-IIoTset-calibrated,11,7,train,6,23,0.06891111626192797
Edge-IIoTset-calibrated,11,7,test,0,13,0.08806274018123739
Edge-IIoTset-calibrated,11,7,test,1,44,0.2712288339444486
Edge-IIoTset-calibrated,11,7,test,2,20,0.10646303004302503
Edge-IIoTset-calibrated,11,7,test,3,41,0.1748921351706013
Edge-IIoTset-calibrated,11,7,test,4,37,0.22264128918790566
Edge-IIoTset-calibrated,11,7,test,5,14,0.06780085521085408
Edge-IIoTset-calibrated,11,7,test,6,11,0.06891111626192797
Edge-IIoTset-calibrated,11,8,train,0,105,0.28331972706888875
Edge-IIoTset-calibrated,11,8,train,1,19,0.05005667370597899
Edge-IIoTset-calibrated,11,8,train,2,60,0.1667441859643359
Edge-IIoTset-calibrated,11,8,train,3,40,0.09305466841966804
Edge-IIoTset-calibrated,11,8,train,4,78,0.2518755670243887
Edge-IIoTset-calibrated,11,8,train,5,21,0.08029918076885775
Edge-IIoTset-calibrated,11,8,train,6,37,0.07464999704788175
Edge-IIoTset-calibrated,11,8,test,0,49,0.28331972706888875
Edge-IIoTset-calibrated,11,8,test,1,11,0.05005667370597899
Edge-IIoTset-calibrated,11,8,test,2,33,0.1667441859643359
Edge-IIoTset-calibrated,11,8,test,3,24,0.09305466841966804
Edge-IIoTset-calibrated,11,8,test,4,40,0.2518755670243887
Edge-IIoTset-calibrated,11,8,test,5,6,0.08029918076885775
Edge-IIoTset-calibrated,11,8,test,6,17,0.07464999704788175
Edge-IIoTset-calibrated,11,9,train,0,56,0.15477797915055141
Edge-IIoTset-calibrated,11,9,train,1,85,0.2400525649665885
Edge-IIoTset-calibrated,11,9,train,2,22,0.0828178401070193
Edge-IIoTset-calibrated,11,9,train,3,45,0.11342291991952053
Edge-IIoTset-calibrated,11,9,train,4,67,0.16296545171875257
Edge-IIoTset-calibrated,11,9,train,5,67,0.19649841384468753
Edge-IIoTset-calibrated,11,9,train,6,18,0.04946483029288013
Edge-IIoTset-calibrated,11,9,test,0,34,0.15477797915055141
Edge-IIoTset-calibrated,11,9,test,1,49,0.2400525649665885
Edge-IIoTset-calibrated,11,9,test,2,10,0.0828178401070193
Edge-IIoTset-calibrated,11,9,test,3,21,0.11342291991952053
Edge-IIoTset-calibrated,11,9,test,4,28,0.16296545171875257
Edge-IIoTset-calibrated,11,9,test,5,28,0.19649841384468753
Edge-IIoTset-calibrated,11,9,test,6,10,0.04946483029288013
Edge-IIoTset-calibrated,11,10,train,0,116,0.30211048486849285
Edge-IIoTset-calibrated,11,10,train,1,24,0.060738970118312904
Edge-IIoTset-calibrated,11,10,train,2,48,0.1261070552653048
Edge-IIoTset-calibrated,11,10,train,3,41,0.11435973325767328
Edge-IIoTset-calibrated,11,10,train,4,50,0.15474288856232304
Edge-IIoTset-calibrated,11,10,train,5,31,0.08622985790136685
Edge-IIoTset-calibrated,11,10,train,6,50,0.1557110100265263
Edge-IIoTset-calibrated,11,10,test,0,54,0.30211048486849285
Edge-IIoTset-calibrated,11,10,test,1,12,0.060738970118312904
Edge-IIoTset-calibrated,11,10,test,2,22,0.1261070552653048
Edge-IIoTset-calibrated,11,10,test,3,17,0.11435973325767328
Edge-IIoTset-calibrated,11,10,test,4,26,0.15474288856232304
Edge-IIoTset-calibrated,11,10,test,5,14,0.08622985790136685
Edge-IIoTset-calibrated,11,10,test,6,35,0.1557110100265263
Edge-IIoTset-calibrated,11,11,train,0,93,0.2528012754170397
Edge-IIoTset-calibrated,11,11,train,1,72,0.20960194168480034
Edge-IIoTset-calibrated,11,11,train,2,50,0.14010692377774245
Edge-IIoTset-calibrated,11,11,train,3,52,0.15009632962958
Edge-IIoTset-calibrated,11,11,train,4,12,0.03013855022347305
Edge-IIoTset-calibrated,11,11,train,5,30,0.0814356450620039
Edge-IIoTset-calibrated,11,11,train,6,51,0.13581933420536058
Edge-IIoTset-calibrated,11,11,test,0,46,0.2528012754170397
Edge-IIoTset-calibrated,11,11,test,1,44,0.20960194168480034
Edge-IIoTset-calibrated,11,11,test,2,30,0.14010692377774245
Edge-IIoTset-calibrated,11,11,test,3,27,0.15009632962958
Edge-IIoTset-calibrated,11,11,test,4,3,0.03013855022347305
Edge-IIoTset-calibrated,11,11,test,5,9,0.0814356450620039
Edge-IIoTset-calibrated,11,11,test,6,21,0.13581933420536058
Edge-IIoTset-calibrated,11,12,train,0,79,0.23089111842518453
Edge-IIoTset-calibrated,11,12,train,1,42,0.08932163428907645
Edge-IIoTset-calibrated,11,12,train,2,98,0.31927217997837026
Edge-IIoTset-calibrated,11,12,train,3,17,0.027842634101393624
Edge-IIoTset-calibrated,11,12,train,4,39,0.08568612281154835
Edge-IIoTset-calibrated,11,12,train,5,58,0.15748832677082458
Edge-IIoTset-calibrated,11,12,train,6,27,0.08949798362360205
Edge-IIoTset-calibrated,11,12,test,0,35,0.23089111842518453
Edge-IIoTset-calibrated,11,12,test,1,18,0.08932163428907645
Edge-IIoTset-calibrated,11,12,test,2,49,0.31927217997837026
Edge-IIoTset-calibrated,11,12,test,3,3,0.027842634101393624
Edge-IIoTset-calibrated,11,12,test,4,23,0.08568612281154835
Edge-IIoTset-calibrated,11,12,test,5,30,0.15748832677082458
Edge-IIoTset-calibrated,11,12,test,6,22,0.08949798362360205
Edge-IIoTset-calibrated,11,13,train,0,103,0.2925050268321669
Edge-IIoTset-calibrated,11,13,train,1,22,0.06110541060751845
Edge-IIoTset-calibrated,11,13,train,2,40,0.10240920164249077
Edge-IIoTset-calibrated,11,13,train,3,26,0.06725923785453983
Edge-IIoTset-calibrated,11,13,train,4,21,0.06094250991355696
Edge-IIoTset-calibrated,11,13,train,5,81,0.22249472409347407
Edge-IIoTset-calibrated,11,13,train,6,67,0.19328388905625302
Edge-IIoTset-calibrated,11,13,test,0,60,0.2925050268321669
Edge-IIoTset-calibrated,11,13,test,1,14,0.06110541060751845
Edge-IIoTset-calibrated,11,13,test,2,21,0.10240920164249077
Edge-IIoTset-calibrated,11,13,test,3,13,0.06725923785453983
Edge-IIoTset-calibrated,11,13,test,4,9,0.06094250991355696
Edge-IIoTset-calibrated,11,13,test,5,37,0.22249472409347407
Edge-IIoTset-calibrated,11,13,test,6,26,0.19328388905625302
Edge-IIoTset-calibrated,11,14,train,0,117,0.354030832694103
Edge-IIoTset-calibrated,11,14,train,1,43,0.10413363777861075
Edge-IIoTset-calibrated,11,14,train,2,11,0.020551582526101966
Edge-IIoTset-calibrated,11,14,train,3,70,0.18657644225259895
Edge-IIoTset-calibrated,11,14,train,4,9,0.03444467208702988
Edge-IIoTset-calibrated,11,14,train,5,37,0.10328801417286634
Edge-IIoTset-calibrated,11,14,train,6,73,0.196974818488689
Edge-IIoTset-calibrated,11,14,test,0,66,0.354030832694103
Edge-IIoTset-calibrated,11,14,test,1,18,0.10413363777861075
Edge-IIoTset-calibrated,11,14,test,2,4,0.020551582526101966
Edge-IIoTset-calibrated,11,14,test,3,37,0.18657644225259895
Edge-IIoTset-calibrated,11,14,test,4,3,0.03444467208702988
Edge-IIoTset-calibrated,11,14,test,5,20,0.10328801417286634
Edge-IIoTset-calibrated,11,14,test,6,32,0.196974818488689
Edge-IIoTset-calibrated,11,15,train,0,117,0.2925045671436353
Edge-IIoTset-calibrated,11,15,train,1,68,0.20606394533298497
Edge-IIoTset-calibrated,11,15,train,2,15,0.0537354587865084
Edge-IIoTset-calibrated,11,15,train,3,23,0.04762243695858211
Edge-IIoTset-calibrated,11,15,train,4,44,0.10669819033536536
Edge-IIoTset-calibrated,11,15,train,5,66,0.20696860386106827
Edge-IIoTset-calibrated,11,15,train,6,27,0.08640679758185574
Edge-IIoTset-calibrated,11,15,test,0,48,0.2925045671436353
Edge-IIoTset-calibrated,11,15,test,1,41,0.20606394533298497
Edge-IIoTset-calibrated,11,15,test,2,11,0.0537354587865084
Edge-IIoTset-calibrated,11,15,test,3,8,0.04762243695858211
Edge-IIoTset-calibrated,11,15,test,4,20,0.10669819033536536
Edge-IIoTset-calibrated,11,15,test,5,39,0.20696860386106827
Edge-IIoTset-calibrated,11,15,test,6,13,0.08640679758185574
Edge-IIoTset-calibrated,11,16,train,0,99,0.26604855799914445
Edge-IIoTset-calibrated,11,16,train,1,18,0.055476867702357005
Edge-IIoTset-calibrated,11,16,train,2,64,0.18068922628592957
Edge-IIoTset-calibrated,11,16,train,3,56,0.1305177651683814
Edge-IIoTset-calibrated,11,16,train,4,12,0.061325263186758246
Edge-IIoTset-calibrated,11,16,train,5,48,0.1286879532854616
Edge-IIoTset-calibrated,11,16,train,6,63,0.17725436637196765
Edge-IIoTset-calibrated,11,16,test,0,54,0.26604855799914445
Edge-IIoTset-calibrated,11,16,test,1,12,0.055476867702357005
Edge-IIoTset-calibrated,11,16,test,2,33,0.18068922628592957
Edge-IIoTset-calibrated,11,16,test,3,20,0.1305177651683814
Edge-IIoTset-calibrated,11,16,test,4,8,0.061325263186758246
Edge-IIoTset-calibrated,11,16,test,5,24,0.1286879532854616
Edge-IIoTset-calibrated,11,16,test,6,29,0.17725436637196765
Edge-IIoTset-calibrated,11,17,train,0,57,0.1405470030200922
Edge-IIoTset-calibrated,11,17,train,1,102,0.2853791315255363
Edge-IIoTset-calibrated,11,17,train,2,53,0.13294708143014075
Edge-IIoTset-calibrated,11,17,train,3,5,0.03769167586779934
Edge-IIoTset-calibrated,11,17,train,4,53,0.16091054692810666
Edge-IIoTset-calibrated,11,17,train,5,42,0.11152175242732537
Edge-IIoTset-calibrated,11,17,train,6,48,0.13100280880099927
Edge-IIoTset-calibrated,11,17,test,0,31,0.1405470030200922
Edge-IIoTset-calibrated,11,17,test,1,48,0.2853791315255363
Edge-IIoTset-calibrated,11,17,test,2,19,0.13294708143014075
Edge-IIoTset-calibrated,11,17,test,3,6,0.03769167586779934
Edge-IIoTset-calibrated,11,17,test,4,30,0.16091054692810666
Edge-IIoTset-calibrated,11,17,test,5,18,0.11152175242732537
Edge-IIoTset-calibrated,11,17,test,6,28,0.13100280880099927
Edge-IIoTset-calibrated,11,18,train,0,79,0.24495446386462813
Edge-IIoTset-calibrated,11,18,train,1,46,0.11915684439282682
Edge-IIoTset-calibrated,11,18,train,2,65,0.17865838028214653
Edge-IIoTset-calibrated,11,18,train,3,44,0.10340251143115592
Edge-IIoTset-calibrated,11,18,train,4,15,0.033116938884278795
Edge-IIoTset-calibrated,11,18,train,5,63,0.19288595919774704
Edge-IIoTset-calibrated,11,18,train,6,48,0.12782490194721685
Edge-IIoTset-calibrated,11,18,test,0,47,0.24495446386462813
Edge-IIoTset-calibrated,11,18,test,1,23,0.11915684439282682
Edge-IIoTset-calibrated,11,18,test,2,33,0.17865838028214653
Edge-IIoTset-calibrated,11,18,test,3,18,0.10340251143115592
Edge-IIoTset-calibrated,11,18,test,4,6,0.033116938884278795
Edge-IIoTset-calibrated,11,18,test,5,27,0.19288595919774704
Edge-IIoTset-calibrated,11,18,test,6,26,0.12782490194721685
Edge-IIoTset-calibrated,11,19,train,0,142,0.36838447878182234
Edge-IIoTset-calibrated,11,19,train,1,26,0.07469422971996739
Edge-IIoTset-calibrated,11,19,train,2,35,0.08588498749298065
Edge-IIoTset-calibrated,11,19,train,3,53,0.14177820533041074
Edge-IIoTset-calibrated,11,19,train,4,67,0.20072696673314938
Edge-IIoTset-calibrated,11,19,train,5,9,0.02716382597666737
Edge-IIoTset-calibrated,11,19,train,6,28,0.10136730596500218
Edge-IIoTset-calibrated,11,19,test,0,64,0.36838447878182234
Edge-IIoTset-calibrated,11,19,test,1,14,0.07469422971996739
Edge-IIoTset-calibrated,11,19,test,2,17,0.08588498749298065
Edge-IIoTset-calibrated,11,19,test,3,23,0.14177820533041074
Edge-IIoTset-calibrated,11,19,test,4,38,0.20072696673314938
Edge-IIoTset-calibrated,11,19,test,5,10,0.02716382597666737
Edge-IIoTset-calibrated,11,19,test,6,14,0.10136730596500218
Edge-IIoTset-calibrated,29,0,train,0,126,0.3141605060200996
Edge-IIoTset-calibrated,29,0,train,1,72,0.21449582748174112
Edge-IIoTset-calibrated,29,0,train,2,23,0.061754215381911365
Edge-IIoTset-calibrated,29,0,train,3,31,0.08541029312346729
Edge-IIoTset-calibrated,29,0,train,4,28,0.06613265554872312
Edge-IIoTset-calibrated,29,0,train,5,39,0.13714883856489915
Edge-IIoTset-calibrated,29,0,train,6,41,0.1208976638791584
Edge-IIoTset-calibrated,29,0,test,0,55,0.3141605060200996
Edge-IIoTset-calibrated,29,0,test,1,27,0.21449582748174112
Edge-IIoTset-calibrated,29,0,test,2,11,0.061754215381911365
Edge-IIoTset-calibrated,29,0,test,3,17,0.08541029312346729
Edge-IIoTset-calibrated,29,0,test,4,10,0.06613265554872312
Edge-IIoTset-calibrated,29,0,test,5,30,0.13714883856489915
Edge-IIoTset-calibrated,29,0,test,6,30,0.1208976638791584
Edge-IIoTset-calibrated,29,1,train,0,62,0.16771187897777157
Edge-IIoTset-calibrated,29,1,train,1,140,0.39772629283678457
Edge-IIoTset-calibrated,29,1,train,2,36,0.09294868870598047
Edge-IIoTset-calibrated,29,1,train,3,39,0.10785662323520118
Edge-IIoTset-calibrated,29,1,train,4,28,0.11681517798927935
Edge-IIoTset-calibrated,29,1,train,5,45,0.09866519084403233
Edge-IIoTset-calibrated,29,1,train,6,10,0.018276147410950495
Edge-IIoTset-calibrated,29,1,test,0,22,0.16771187897777157
Edge-IIoTset-calibrated,29,1,test,1,60,0.39772629283678457
Edge-IIoTset-calibrated,29,1,test,2,21,0.09294868870598047
Edge-IIoTset-calibrated,29,1,test,3,26,0.10785662323520118
Edge-IIoTset-calibrated,29,1,test,4,27,0.11681517798927935
Edge-IIoTset-calibrated,29,1,test,5,19,0.09866519084403233
Edge-IIoTset-calibrated,29,1,test,6,5,0.018276147410950495
Edge-IIoTset-calibrated,29,2,train,0,154,0.43824341859946886
Edge-IIoTset-calibrated,29,2,train,1,57,0.16841775153929858
Edge-IIoTset-calibrated,29,2,train,2,45,0.1029872012664145
Edge-IIoTset-calibrated,29,2,train,3,29,0.07826298719922346
Edge-IIoTset-calibrated,29,2,train,4,43,0.12563588707055195
Edge-IIoTset-calibrated,29,2,train,5,7,0.022230807358722866
Edge-IIoTset-calibrated,29,2,train,6,25,0.06422194696631965
Edge-IIoTset-calibrated,29,2,test,0,76,0.43824341859946886
Edge-IIoTset-calibrated,29,2,test,1,36,0.16841775153929858
Edge-IIoTset-calibrated,29,2,test,2,17,0.1029872012664145
Edge-IIoTset-calibrated,29,2,test,3,11,0.07826298719922346
Edge-IIoTset-calibrated,29,2,test,4,21,0.12563588707055195
Edge-IIoTset-calibrated,29,2,test,5,3,0.022230807358722866
Edge-IIoTset-calibrated,29,2,test,6,16,0.06422194696631965
Edge-IIoTset-calibrated,29,3,train,0,101,0.31478328223399077
Edge-IIoTset-calibrated,29,3,train,1,37,0.08520208447134019
Edge-IIoTset-calibrated,29,3,train,2,75,0.16175635546191222
Edge-IIoTset-calibrated,29,3,train,3,11,0.05611695144779114
Edge-IIoTset-calibrated,29,3,train,4,102,0.26793159874423417
Edge-IIoTset-calibrated,29,3,train,5,22,0.05739225805369363
Edge-IIoTset-calibrated,29,3,train,6,12,0.05681746958703793
Edge-IIoTset-calibrated,29,3,test,0,55,0.31478328223399077
Edge-IIoTset-calibrated,29,3,test,1,23,0.08520208447134019
Edge-IIoTset-calibrated,29,3,test,2,32,0.16175635546191222
Edge-IIoTset-calibrated,29,3,test,3,13,0.05611695144779114
Edge-IIoTset-calibrated,29,3,test,4,40,0.26793159874423417
Edge-IIoTset-calibrated,29,3,test,5,9,0.05739225805369363
Edge-IIoTset-calibrated,29,3,test,6,8,0.05681746958703793
Edge-IIoTset-calibrated,29,4,train,0,92,0.288844399334302
Edge-IIoTset-calibrated,29,4,train,1,34,0.08521189829495247
Edge-IIoTset-calibrated,29,4,train,2,40,0.10131985657510172
Edge-IIoTset-calibrated,29,4,train,3,47,0.12226538459904673
Edge-IIoTset-calibrated,29,4,train,4,61,0.16967381038186163
Edge-IIoTset-calibrated,29,4,train,5,35,0.08711903055310502
Edge-IIoTset-calibrated,29,4,train,6,51,0.14556562026163034
Edge-IIoTset-calibrated,29,4,test,0,54,0.288844399334302
Edge-IIoTset-calibrated,29,4,test,1,12,0.08521189829495247
Edge-IIoTset-calibrated,29,4,test,2,19,0.10131985657510172
Edge-IIoTset-calibrated,29,4,test,3,16,0.12226538459904673
Edge-IIoTset-calibrated,29,4,test,4,32,0.16967381038186163
Edge-IIoTset-calibrated,29,4,test,5,13,0.08711903055310502
Edge-IIoTset-calibrated,29,4,test,6,34,0.14556562026163034
Edge-IIoTset-calibrated,29,5,train,0,46,0.1384776661001864
Edge-IIoTset-calibrated,29,5,train,1,57,0.1569399071333678
Edge-IIoTset-calibrated,29,5,train,2,48,0.13723597560628462
Edge-IIoTset-calibrated,29,5,train,3,85,0.23755942634448698
Edge-IIoTset-calibrated,29,5,train,4,47,0.11005917506069503
Edge-IIoTset-calibrated,29,5,train,5,63,0.1800478396689201
Edge-IIoTset-calibrated,29,5,train,6,14,0.03968001008605919
Edge-IIoTset-calibrated,29,5,test,0,22,0.1384776661001864
Edge-IIoTset-calibrated,29,5,test,1,27,0.1569399071333678
Edge-IIoTset-calibrated,29,5,test,2,24,0.13723597560628462
Edge-IIoTset-calibrated,29,5,test,3,42,0.23755942634448698
Edge-IIoTset-calibrated,29,5,test,4,14,0.11005917506069503
Edge-IIoTset-calibrated,29,5,test,5,41,0.1800478396689201
Edge-IIoTset-calibrated,29,5,test,6,10,0.03968001008605919
Edge-IIoTset-calibrated,29,6,train,0,66,0.22734093517868165
Edge-IIoTset-calibrated,29,6,train,1,26,0.0766680964398004
Edge-IIoTset-calibrated,29,6,train,2,94,0.21905481096331506
Edge-IIoTset-calibrated,29,6,train,3,52,0.12610188358079516
Edge-IIoTset-calibrated,29,6,train,4,83,0.25779417570333896
Edge-IIoTset-calibrated,29,6,train,5,10,0.017683538952950842
Edge-IIoTset-calibrated,29,6,train,6,29,0.07535655918111801
Edge-IIoTset-calibrated,29,6,test,0,39,0.22734093517868165
Edge-IIoTset-calibrated,29,6,test,1,14,0.0766680964398004
Edge-IIoTset-calibrated,29,6,test,2,32,0.21905481096331506
Edge-IIoTset-calibrated,29,6,test,3,31,0.12610188358079516
Edge-IIoTset-calibrated,29,6,test,4,35,0.25779417570333896
Edge-IIoTset-calibrated,29,6,test,5,4,0.017683538952950842
Edge-IIoTset-calibrated,29,6,test,6,25,0.07535655918111801
Edge-IIoTset-calibrated,29,7,train,0,104,0.2664429592740707
Edge-IIoTset-calibrated,29,7,train,1,67,0.19533821495377618
Edge-IIoTset-calibrated,29,7,train,2,52,0.14298564291125002
Edge-IIoTset-calibrated,29,7,train,3,53,0.15329937013679903
Edge-IIoTset-calibrated,29,7,train,4,44,0.11884090881112365
Edge-IIoTset-calibrated,29,7,train,5,31,0.09001363383262957
Edge-IIoTset-calibrated,29,7,train,6,9,0.03307927008035083
Edge-IIoTset-calibrated,29,7,test,0,47,0.2664429592740707
Edge-IIoTset-calibrated,29,7,test,1,29,0.19533821495377618
Edge-IIoTset-calibrated,29,7,test,2,26,0.14298564291125002
Edge-IIoTset-calibrated,29,7,test,3,25,0.15329937013679903
Edge-IIoTset-calibrated,29,7,test,4,28,0.11884090881112365
Edge-IIoTset-calibrated,29,7,test,5,19,0.09001363383262957
Edge-IIoTset-calibrated,29,7,test,6,6,0.03307927008035083
Edge-IIoTset-calibrated,29,8,train,0,230,0.6262722991455769
Edge-IIoTset-calibrated,29,8,train,1,13,0.052017629960414404
Edge-IIoTset-calibrated,29,8,train,2,38,0.12051056832105847
Edge-IIoTset-calibrated,29,8,train,3,51,0.11632557574258046
Edge-IIoTset-calibrated,29,8,train,4,6,0.012705012406486325
Edge-IIoTset-calibrated,29,8,train,5,17,0.05182349346283153
Edge-IIoTset-calibrated,29,8,train,6,5,0.02034542096105189
Edge-IIoTset-calibrated,29,8,test,0,112,0.6262722991455769
Edge-IIoTset-calibrated,29,8,test,1,15,0.052017629960414404
Edge-IIoTset-calibrated,29,8,test,2,21,0.12051056832105847
Edge-IIoTset-calibrated,29,8,test,3,16,0.11632557574258046
Edge-IIoTset-calibrated,29,8,test,4,3,0.012705012406486325
Edge-IIoTset-calibrated,29,8,test,5,11,0.05182349346283153
Edge-IIoTset-calibrated,29,8,test,6,2,0.02034542096105189
Edge-IIoTset-calibrated,29,9,train,0,127,0.30999104496723373
Edge-IIoTset-calibrated,29,9,train,1,61,0.16120514817875664
Edge-IIoTset-calibrated,29,9,train,2,20,0.07836099537086491
Edge-IIoTset-calibrated,29,9,train,3,29,0.07953260182110802
