regime,seed,client_id,split,n_events,n_features,class_counts,sha256_features_plus_labels
Edge-IIoTset-calibrated,11,15,test,180,12,"[48,41,11,8,20,39,13]",050c92051fddc1b0b6feaa2ecdb8d5cc819304db4ae3e858baa26ace040e8180
Edge-IIoTset-calibrated,11,16,train,360,12,"[99,18,64,56,12,48,63]",055f2642df61747967995f8731346939def4831a158c24e9c7268397f6e4ad8b
Edge-IIoTset-calibrated,11,16,test,180,12,"[54,12,33,20,8,24,29]",b27945c919abd7f911b39463c8b05d461fb1ee0b29ff620849774c88738f5648
Edge-IIoTset-calibrated,11,17,train,360,12,"[57,102,53,5,53,42,48]",a4688302c39e357170c535a3ef36c1cbfa453ecd3622c5dfca649873af81165e
Edge-IIoTset-calibrated,11,17,test,180,12,"[31,48,19,6,30,18,28]",df4a45a301de9ba9a7e93402841f5b097610c4c5aaa7e493f4678f224442030d
Edge-IIoTset-calibrated,11,18,train,360,12,"[79,46,65,44,15,63,48]",05bf3acb2fbe0863c5b34d4663acdbf9745613d8b1b045ecbaaf54438936b57b
Edge-IIoTset-calibrated,11,18,test,180,12,"[47,23,33,18,6,27,26]",28e390fa5b51f38365556a3635b3c45aecb66eab2a23844532bb40ee07b83918
Edge-IIoTset-calibrated,11,19,train,360,12,"[142,26,35,53,67,9,28]",143d00d553b0ed2b5b134bd48199b7f67a77878fb7c6dd85240b7ceafc4be6a1
Edge-IIoTset-calibrated,11,19,test,180,12,"[64,14,17,23,38,10,14]",1bfd65ef27ea7dc132f988c6b6c0c3945abe92f74354ca8a4b07204ba69fb100
Edge-IIoTset-calibrated,29,0,train,360,12,"[126,72,23,31,28,39,41]",5723632a19efb5cc4fa7720a556e7c400220e870b943afcda8f0dbf9eeefa1d7
Edge-IIoTset-calibrated,29,0,test,180,12,"[55,27,11,17,10,30,30]",e8511f76e75252a1cdda080be88fdb3b88989d174e874c86c99302c8f9c3fbff
Edge-IIoTset-calibrated,29,1,train,360,12,"[62,140,36,39,28,45,10]",92d9a408fd82a66642416fa3608b9bcfc675fea9f4ea4ad3f4f54e985df7c62e
Edge-IIoTset-calibrated,29,1,test,180,12,"[22,60,21,26,27,19,5]",e43bc96bd1524ced52e94107689b276f1db98e097ceb1eceed792a8fae9c909f
Edge-IIoTset-calibrated,29,2,train,360,12,"[154,57,45,29,43,7,25]",c3a7d7a3bfb46605b83846fb80de5c8877b92bef2d7d83ea32ab9e22dec7c73f
Edge-IIoTset-calibrated,29,2,test,180,12,"[76,36,17,11,21,3,16]",facd1f06dde8275ba958bdb457f76a227d40692f0fae0e7c4a50e4277d3de233
Edge-IIoTset-calibrated,29,3,train,360,12,"[101,37,75,11,102,22,12]",b7769875111759ce0b1e8072dea7967ea80f6f105091114cec2625d53727adba
Edge-IIoTset-calibrated,29,3,test,180,12,"[55,23,32,13,40,9,8]",99d260f94f2de8acc76d9b5ee8915b8836c1e0b57f69c1a4cd52b7e3513564d6
Edge-IIoTset-calibrated,29,4,train,360,12,"[92,34,40,47,61,35,51]",a2fb232f9672227465e61e55cf72bcdc535d72051ee2ef257f0c57574a1d189b
Edge-IIoTset-calibrated,29,4,test,180,12,"[54,12,19,16,32,13,34]",4223a085784347919ea953ac0d31e86fe4ea2129a7faef2e6c4777bdf8556cf1
Edge-IIoTset-calibrated,29,5,train,360,12,"[46,57,48,85,47,63,14]",20e7dc249d1b0bf0e8fa32bfaf04e1315e9932a6165ae516b58829c0327a929f
Edge-IIoTset-calibrated,29,5,test,180,12,"[22,27,24,42,14,41,10]",fb1b76ad57cd1d66381737206fb7c6ff8c6ca44b9603df4fa6203260b215f780
Edge-IIoTset-calibrated,29,6,train,360,12,"[66,26,94,52,83,10,29]",78636028c5d4f2301bc2fad7664e329741b3b3788fbaeeb5164646c46636abd3
Edge-IIoTset-calibrated,29,6,test,180,12,"[39,14,32,31,35,4,25]",231a8d4fcd6d4e2b98a91f0c5f484647e2ae394dd254e197315320cd724e72fb
Edge-IIoTset-calibrated,29,7,train,360,12,"[104,67,52,53,44,31,9]",f770fc4be68a911ae703cbb246f2779fc6ec31ff0d4c3f985850f26395454fea
Edge-IIoTset-calibrated,29,7,test,180,12,"[47,29,26,25,28,19,6]",509d43ed420f74a3b8682947cc24e162211a3852608223efba234b42bd340734
Edge-IIoTset-calibrated,29,8,train,360,12,"[230,13,38,51,6,17,5]",4fc480a72fa833d73e6375cbbfef2080e4d84070c8b0143373442a605f0872a3
Edge-IIoTset-calibrated,29,8,test,180,12,"[112,15,21,16,3,11,2]",47d66ee861d274043f404110a44cfe941ba8c2ee61da08d09bfbb8f23b88c151
Edge-IIoTset-calibrated,29,9,train,360,12,"[127,61,20,29,64,30,29]",4811987393d5336781be732d5fbc7ee3ffc1249e10690768ca59f2db2cc15d57
Edge-IIoTset-calibrated,29,9,test,180,12,"[61,32,10,14,40,14,9]",67342d0a48da55b95899d48754e344ba2bbf67e75f4e47c6dd1e47ec316c7a1d
Edge-IIoTset-calibrated,29,10,train,360,12,"[72,34,88,68,20,64,14]",0263eb36f952159a0c5f89f8f3ed8b507a4c7138488e2b939976d924973c67c3
Edge-IIoTset-calibrated,29,10,test,180,12,"[33,16,43,36,10,37,5]",8f2479fe4d204d65255b36e08d729b86fd95b482ae3b0bd4c494900e1603b246
Edge-IIoTset-calibrated,29,11,train,360,12,"[34,35,113,62,16,31,69]",3f2a36a86162565402ead27778c4743cdc570527d86f77a5ebfbd59397aa3863
Edge-IIoTset-calibrated,29,11,test,180,12,"[17,10,58,26,13,14,42]",824ee6d4f93d879cf3b4666f3c5e5e99737acb3186a0514c32fabad2e0310fe0
Edge-IIoTset-calibrated,29,12,train,360,12,"[68,63,51,54,25,14,85]",76c5c898ae63372c69b38b45ad4a98161ba641e01a4c8d19b2704318918a5fc1
Edge-IIoTset-calibrated,29,12,test,180,12,"[26,30,32,17,12,4,59]",b759074e0906ebae11a10aff57578ab175d21eb28dbb505612f6dc124e86db4f
Edge-IIoTset-calibrated,29,13,train,360,12,"[198,21,39,12,33,31,26]",435fb43a1f29fa086cf8f568c28d8ceb0f5b7d2c9632d72882e4d61bfb2ee1d4
Edge-IIoTset-calibrated,29,13,test,180,12,"[114,7,8,4,17,8,22]",c1ac621df7204a67cc7e3411804afc7c59add6da695440d828be1fbfe2cf8e21
Edge-IIoTset-calibrated,29,14,train,360,12,"[101,85,19,32,62,6,55]",44f58a5f6074ffa27c5a8a3247e4453aacf0a371d20d6350a4fde5cca0fe85e5
Edge-IIoTset-calibrated,29,14,test,180,12,"[51,32,6,22,34,3,32]",e43b20e0d44afd16c1b20717bc92631b3d6ece88facfd947b9674237a9f981ed
Edge-IIoTset-calibrated,29,15,train,360,12,"[169,28,38,34,37,17,37]",79abd3d18847508419ee66b32abaf95784e185be823a67c4d10ef2a814ed2cb3
Edge-IIoTset-calibrated,29,15,test,180,12,"[73,18,23,15,16,10,25]",a91818d4392462164a6a87c22bdfbf913cabd9f55cd46a5865534c25d56dc704
Edge-IIoTset-calibrated,29,16,train,360,12,"[54,49,57,92,49,24,35]",473c1a440dc2d2b54f784ea340bb9a4fce7fcd89b08426fae92b6dfe2c3c17d4
Edge-IIoTset-calibrated,29,16,test,180,12,"[27,23,24,64,20,12,10]",2990a019294f306c7594d593f90b4e3af1269238d8a230171b522525d0ec057c
Edge-IIoTset-calibrated,29,17,train,360,12,"[29,47,59,63,72,62,28]",395be879314249dfd785e588daafeec30ab7fec36875e793dc8004a13fc1267d
Edge-IIoTset-calibrated,29,17,test,180,12,"[17,28,37,36,32,22,8]",b2f4c9441b6694518e273a22c42465286a0596ad425a3ea8677ddf15f1f5c4d2
Edge-IIoTset-calibrated,29,18,train,360,12,"[75,101,46,26,24,69,19]",cf6d0ca12d455c6bd82c70b1cf4821675a70487629e32ea2fa21244e8d3c69f4
Edge-IIoTset-calibrated,29,18,test,180,12,"[34,55,15,11,13,33,19]",e82cac2dbefab673bd8cff2efbedf1895f29a16bf7748a0abebc386667481b32
Edge-IIoTset-calibrated,29,19,train,360,12,"[29,43,46,18,105,107,12]",76c7bd3b76c5e26c765e1b9f00afe0f0f29ddfe8aecc0a22d4bc6a91a77b5f2b
Edge-IIoTset-calibrated,29,19,test,180,12,"[22,17,21,6,52,56,6]",f3974909e152d95ce1364f49848b9ed0d6a7f33b6df7bc807b6c518b37c07c05
Edge-IIoTset-calibrated,47,0,train,360,12,"[44,67,55,16,85,5,88]",829993f00f5c55ace064f1deeb14aabea04263c0ea9e2fb6c7b67a0ffa46e43c
Edge-IIoTset-calibrated,47,0,test,180,12,"[22,25,30,8,45,3,47]",c58b92bb828b09d337f091a7b3fc89b9e74d775847a0fcfc612aa285dabffdce
Edge-IIoTset-calibrated,47,1,train,360,12,"[44,141,81,35,20,36,3]",864995953274f969af54f5d9c33b88faba9fbcdf726bc3562e792ee50e7583ec
Edge-IIoTset-calibrated,47,1,test,180,12,"[23,70,45,17,8,15,2]",4ca4bde10d558ba0a1f44ef692ca9772e872a54120c0ef6a0b49a61e5383a6ba
Edge-IIoTset-calibrated,47,2,train,360,12,"[16,62,63,96,17,69,37]",ce4f0d7140e87b52cd8594c3a2455b647d91d4422f1f85bc06bd92deff60beed
Edge-IIoTset-calibrated,47,2,test,180,12,"[16,22,40,58,4,27,13]",eb25c6de87af523044feaab3552a93869004549cf1329c87946b6a7c7a03977b
Edge-IIoTset-calibrated,47,3,train,360,12,"[57,11,44,49,88,23,88]",99c664b3a69928fe9c7afc5fba081f242411ebee79945c35f988c4cdf63faeee
Edge-IIoTset-calibrated,47,3,test,180,12,"[36,5,14,17,56,11,41]",8a7ed6cee416b41e92e36dec964c9badaa72fb6f09e43789d809985934b6b00f
Edge-IIoTset-calibrated,47,4,train,360,12,"[125,84,28,57,17,17,32]",89d5ac4e90a8bb9e02f72e749cbefec3808391545cff079c496bd53e7e71143f
Edge-IIoTset-calibrated,47,4,test,180,12,"[70,37,11,28,8,7,19]",cdfa10f14eeb2c27beb1477321f149c09abd70e47aa110d47628ba173a8382b3
Edge-IIoTset-calibrated,47,5,train,360,12,"[84,75,56,34,53,32,26]",fb1a3533b594e09d4a6cdf6f000aa0b7be6e2e5666a8a7278f77f81c55708a33
Edge-IIoTset-calibrated,47,5,test,180,12,"[43,41,24,12,27,12,21]",7f673f7cd038230c4c74179b43135c82ed657d1ab4fd1657e0c166bd814af6fe
Edge-IIoTset-calibrated,47,6,train,360,12,"[155,50,42,53,37,17,6]",fa2d84bb9e90afe118d487be9c5efd6c683d5a21f4f150315a5d290b6abf8f8a
Edge-IIoTset-calibrated,47,6,test,180,12,"[77,30,15,32,17,6,3]",41798967a6de1838ac27ef9d06071d38db318fd216c6fc02de531a4fd110f663
Edge-IIoTset-calibrated,47,7,train,360,12,"[84,70,44,57,32,66,7]",8fcf4cd1e967dc74e1bcc273cf8ee0d768050f86f3f2ece4e2ad3c9d88b35c1f
Edge-IIoTset-calibrated,47,7,test,180,12,"[29,43,22,24,17,38,7]",3e6fe54f2daa63595af3c700540aad6f4987611f0f1f31c71cf580b130585725
Edge-IIoTset-calibrated,47,8,train,360,12,"[185,55,34,33,38,9,6]",d9f40683af435688d2603be1a92d2d60e5a2949615d191a1f0293784c91e30ef
Edge-IIoTset-calibrated,47,8,test,180,12,"[92,21,10,16,26,8,7]",f4f0937dbe3aaeef5dfff04df73f45c802f7d0aa57cca396d5d7420ffbf10519
Edge-IIoTset-calibrated,47,9,train,360,12,"[75,68,23,62,25,72,35]",84ebc03515e8e3c032452d656b3e8e20c893f636de4d7a03999fb1b5a8f41603
Edge-IIoTset-calibrated,47,9,test,180,12,"[29,37,16,29,17,31,21]",979fb3e92058ead77762d57e7fbb2ee1a5e1ad191dc511f054437c433ba87b3e
Edge-IIoTset-calibrated,47,10,train,360,12,"[90,32,11,28,86,95,18]",3499b7b3cf8a5081db0e3801e9b6614e51d63cab3d374001b25c3a914a50708a
Edge-IIoTset-calibrated,47,10,test,180,12,"[48,8,9,11,49,47,8]",a4a18001ce034465bc7e895d84736572efdea12e5daecb97948b79de111f5ff7
Edge-IIoTset-calibrated,47,11,train,360,12,"[117,27,33,70,33,69,11]",4623c805009dd2e7617e9778874624a57e01ce0ed074d26fc9fa1136fe8e66d8
Edge-IIoTset-calibrated,47,11,test,180,12,"[46,10,17,42,25,37,3]",6e71ee8963874d2b908434d698a2412803f98f33de3812872dc48d6c30419154
Edge-IIoTset-calibrated,47,12,train,360,12,"[145,8,13,20,39,84,51]",660c24141d8f04213d7c6719713085738459614fa8c3af72adef1b9bcce8f8f8
Edge-IIoTset-calibrated,47,12,test,180,12,"[78,4,7,11,23,41,16]",c8e77e97fea7be765480fef4eb28bcc75bdda35783c95ca37e2d7ac47a7a69e8
Edge-IIoTset-calibrated,47,13,train,360,12,"[116,78,9,60,67,26,4]",fb334642cf43216854081981a38e3f6eeea81c3891e9bcd6f5e875b1a9616fe8
Edge-IIoTset-calibrated,47,13,test,180,12,"[63,49,5,21,26,11,5]",f7512b44b1ea8a10190bfae3dbda58ed9634513c2823a47e65fc1ef15ca45f26
Edge-IIoTset-calibrated,47,14,train,360,12,"[71,46,22,48,157,7,9]",66e4b08d1cf0c45407ef2ac22deef86b8e57bf4459a2c3cff7c14402b18b0669
Edge-IIoTset-calibrated,47,14,test,180,12,"[38,20,12,34,68,5,3]",e1157fbc755e875e516909115fe29ec1e78de9852e98cb4141dfd55e6d4d7450
Edge-IIoTset-calibrated,47,15,train,360,12,"[123,67,61,11,23,29,46]",be8d62c1376f91ba3896cde78f63ca5aab695d8bfb028ecdc4346c3e57bcad13
Edge-IIoTset-calibrated,47,15,test,180,12,"[50,42,28,4,13,19,24]",fa07ef614cadca78ad408e7a362ef32ca874807bbf290a0da698e68317e0bad8
Edge-IIoTset-calibrated,47,16,train,360,12,"[58,71,39,22,26,46,98]",e555cb35194a9edd916320ddb5f598559d86a3f6051a7632a36808d131aa7613
Edge-IIoTset-calibrated,47,16,test,180,12,"[29,27,18,12,18,22,54]",7a33ce19f3828d9a6ed96ab88726ae700ce4a645b4e3ac7018218e58dfa97d24
Edge-IIoTset-calibrated,47,17,train,360,12,"[47,141,9,45,19,34,65]",6f8997579c331f59fb930be387bf7815ec2054025b138b03277874fa2415e5e6
Edge-IIoTset-calibrated,47,17,test,180,12,"[30,50,4,29,15,20,32]",ab5369d9e2fafe5d21d2ffd4581981ff30865b75d04d8822f93389a19c4aec22
Edge-IIoTset-calibrated,47,18,train,360,12,"[105,51,56,30,28,83,7]",f29d21166e44c5461329fccb906ee19cbffcefb97de63c7683a6c5435bb4594a
Edge-IIoTset-calibrated,47,18,test,180,12,"[43,21,32,18,14,45,7]",e855fbaf4faf22990f1467cf400f6f36d9ce136bba3a6eab46852ecad8752a7c
Edge-IIoTset-calibrated,47,19,train,360,12,"[62,34,85,42,52,65,20]",d245fbcea991f868213c7ad1b623d603955a021a359c0df485dfbd5e28e0d538
Edge-IIoTset-calibrated,47,19,test,180,12,"[31,13,36,19,27,38,16]",2699675a0325274426645428d7e467239ba9b0ae286494a728a02d48f22dc2bd
Edge-IIoTset-calibrated,71,0,train,360,12,"[92,96,90,12,45,19,6]",2c0b62676bdefe7becc81046011d885ab9714a84c243b37b9d831a3ca5ff2e19
Edge-IIoTset-calibrated,71,0,test,180,12,"[44,43,34,8,30,17,4]",194183bc88c8a0d9ca8e0371e8f06cd88e15db387f90a2d6e91eafde745d64af
Edge-IIoTset-calibrated,71,1,train,360,12,"[99,44,18,83,24,35,57]",9fb05f9708adc5aef0c3ece67b46218ab3ebb2d622ad3ca58365d36d17a0f274
Edge-IIoTset-calibrated,71,1,test,180,12,"[49,20,9,37,12,28,25]",fad564c4f1aadb88e9070f46b7010a1b26bafa78b1792b3900d7fbdbaadb5b12
Edge-IIoTset-calibrated,71,2,train,360,12,"[47,51,32,58,59,9,104]",ff4c5ba84c143af5064e2dbc88788f85ab487dcbb40473e20896b942d22ac743
Edge-IIoTset-calibrated,71,2,test,180,12,"[21,19,17,32,38,2,51]",040ee2ef6dbbdbbf1a0554d7a89bfe6da22849efd22a3979d77c64b4a5e01583
Edge-IIoTset-calibrated,71,3,train,360,12,"[98,26,76,25,77,53,5]",37597509e69092b0d94c4abb869d76d32ab34f03cfad31c306ecd9f45a68a01b
Edge-IIoTset-calibrated,71,3,test,180,12,"[53,16,45,16,31,18,1]",002ceaccad071339c15d4240f12ec876d4cd0f8945583aaefbdc2a8ec1fbc538
Edge-IIoTset-calibrated,71,4,train,360,12,"[137,41,21,45,39,47,30]",c8e50df4bcf800d2cac139ea35730b52101f1924ebcf933629b36094493dac6c
Edge-IIoTset-calibrated,71,4,test,180,12,"[75,15,8,21,18,31,12]",532324775eda167e78b63454928e8909751ceb54360d66873cf60e9ddd55db11
Edge-IIoTset-calibrated,71,5,train,360,12,"[111,36,19,24,55,68,47]",2b28ea5ba7f52601b2f6f9874ef6d4a2865c3b6d807ab97c668eeaca5c9a1a5f
Edge-IIoTset-calibrated,71,5,test,180,12,"[47,22,5,18,29,41,18]",aca35f2502413d5cee5bca03eee59b577e28069304969631b74f081ef864070f
Edge-IIoTset-calibrated,71,6,train,360,12,"[89,40,55,48,42,63,23]",2cb55e037c1c1276bc6ff4b911b798e6abe87776abddb2fd8d6081464c97abe0
Edge-IIoTset-calibrated,71,6,test,180,12,"[40,28,32,26,24,24,6]",e0847a984514b6a5d93f9b39c4ccb4d8f0b168b21c5f994a246f0629b153e067
Edge-IIoTset-calibrated,71,7,train,360,12,"[88,48,113,61,26,2,22]",a01511e9e9377d07354e3609c1b5782e4ae1c12eed6fafa23282d8e4d822ec65
Edge-IIoTset-calibrated,71,7,test,180,12,"[46,24,50,41,12,1,6]",481308c99b4e5ac0614084dc745c7acab56e4dcd7a69ae2830d44ad1332f64b1
Edge-IIoTset-calibrated,71,8,train,360,12,"[66,54,38,141,32,12,17]",99ee5b8c2c23bb6d5a6b8845d9e65e823ff3a4bee511df795a53ac2d4475709b
Edge-IIoTset-calibrated,71,8,test,180,12,"[31,30,26,63,16,8,6]",fb231425c09ab11b98dc8981139eff8cb3b589903e33714fd21bd7d8fa9e53af
Edge-IIoTset-calibrated,71,9,train,360,12,"[128,18,86,35,47,21,25]",892e3f1e17db7b6046b0799cf33cbd5a768434110f06a533e14664d4edcd7eb8
Edge-IIoTset-calibrated,71,9,test,180,12,"[81,4,36,14,23,10,12]",df869246122c771556d4d429e9c4d3ac4431011dd9f8197db0262cca27a86722
Edge-IIoTset-calibrated,71,10,train,360,12,"[115,48,78,47,25,9,38]",2d5e27579df7735d3f4d7ca45879552f2c6e72aecab248e1237f9842ace42f53
Edge-IIoTset-calibrated,71,10,test,180,12,"[62,20,28,29,13,8,20]",6d92cac7447ae611a1c8d1c7ebe770c29698bfcbcd67773140955a83210fc08e
Edge-IIoTset-calibrated,71,11,train,360,12,"[41,67,57,39,29,41,86]",96e0b7545ee13100d7e208ef445551726e61173317ca88f1fd630f929cb4591e
Edge-IIoTset-calibrated,71,11,test,180,12,"[15,34,28,21,18,22,42]",67f793f82dcaa731100625abf03f3d4356e21b69b14d536ec5365294561e91f0
Edge-IIoTset-calibrated,71,12,train,360,12,"[47,135,21,25,89,30,13]",64963d7bb4c785269e2ec9dc1307eeacbc70e65362c2d054f7d731be99a564c9
Edge-IIoTset-calibrated,71,12,test,180,12,"[12,67,13,6,57,16,9]",44689542affb995551a1877ff8b9afee86c23f8b2c160d9ee22d8736ca2473df
Edge-IIoTset-calibrated,71,13,train,360,12,"[136,42,22,46,36,42,36]",4817010008ea9cd8a4293a79a348786137a9936adf67b1eb0c3c30f98fe9e662
Edge-IIoTset-calibrated,71,13,test,180,12,"[69,25,11,16,21,22,16]",03af1fae65bef8f555c7805f10c1f3375332010360061c4033a06ebe54c23856
Edge-IIoTset-calibrated,71,14,train,360,12,"[60,58,81,82,41,12,26]",8e8d2fea0d02c0978d3c2b16858f22ea4d84d3ca1d0889fe63d9b831d9b7ed78
Edge-IIoTset-calibrated,71,14,test,180,12,"[36,35,31,42,17,6,13]",d25e2508be5f4eeb3bd7058d8271cf9b8c82723d1064928a39ed095722df3403
Edge-IIoTset-calibrated,71,15,train,360,12,"[140,44,39,27,27,28,55]",9b452edf57526bddf6ac9cb3c22ce1a2fe1a3987035729ea2680e9184cc45617
Edge-IIoTset-calibrated,71,15,test,180,12,"[69,14,13,13,17,18,36]",db9591b2d33bbab213f28b3f6e0b0b5e6f7ca06507a9ce7531158370affb6073
Edge-IIoTset-calibrated,71,16,train,360,12,"[123,21,49,54,46,26,41]",abab9d379c3f4ecbef91ed893e992378284f794ac24c21695c9443131b8f299e
Edge-IIoTset-calibrated,71,16,test,180,12,"[63,11,22,22,26,19,17]",29d335bb1679d18f93739cbf888555775f60a24f63a2f52bfb7916d144730eb5
Edge-IIoTset-calibrated,71,17,train,360,12,"[118,43,53,38,12,71,25]",a778b669d2cdb268b6d8b2f4eddcf37ef76500e570b0bb69f5122f5587384004
Edge-IIoTset-calibrated,71,17,test,180,12,"[58,15,21,27,6,37,16]",a6027d75768d7e19da73c1b3e064bfe76738186017a53b9bd6ab8b26a7c6fa42
Edge-IIoTset-calibrated,71,18,train,360,12,"[82,127,27,41,38,18,27]",e788758a46723af91c87b8b2eeb4eff1bbd9de5e1c367647bbe43fe86821442b
Edge-IIoTset-calibrated,71,18,test,180,12,"[48,59,16,22,16,8,11]",6b890aaff12a60dd4ebf0fea84909d2a804aabb173af88200c8bdfeeade98939
Edge-IIoTset-calibrated,71,19,train,360,12,"[146,50,24,39,18,25,58]",53eab452b0312adc3f38a10323164d3163fc2f8013ec0a24cd0a31253f11c3db
Edge-IIoTset-calibrated,71,19,test,180,12,"[68,24,8,17,6,17,40]",42a6c7bedc7d9d81f2cae0864a6ef2be4424138f2cda3215e021da8fe2ae3522
Edge-IIoTset-calibrated,101,0,train,360,12,"[80,44,20,60,73,12,71]",896853e3a4bf8ad688d49c7d47998066255c885b3287d04d0f28d7287143d3a0
Edge-IIoTset-calibrated,101,0,test,180,12,"[40,23,14,30,37,4,32]",2204bcc0676c828166204ed2374724dce71cf85ba4133b6345975e5a951e3fdc
Edge-IIoTset-calibrated,101,1,train,360,12,"[70,33,27,27,81,26,96]",b1215a47ad09a9f429e63474be3353dcbf450c6b4a9623fffd4a4598d24d791d
Edge-IIoTset-calibrated,101,1,test,180,12,"[31,15,12,17,37,17,51]",3495d160d67b435dcfdac3e96f7a16933d7a991a043cd95cf9e4e87c2966f74b
